option_name,index,option_value,fQ,EC,EJ,alpha,dispersion,gbus_1,gbus_2,gbus_3,chi_in_MHz_1,chi_in_MHz_2,chi_in_MHz_3
connection_pads.bus_02.pocket_rise_in_um,10,53.0,5.51289138179142,313.64972361181333,13.616300010297985,-365.00904429035324,39.895857536315916,-52.93385115046278,49.75840746860003,51.31508978624222,-0.9758364488057675,-9.668306395358046,-4.646229913795238
connection_pads.bus_02.pocket_rise_in_um,11,68.0,5.511410401037703,313.4695655194034,13.616300010297985,-364.7786874882545,39.69084320831299,-52.95585950503395,49.77030718998858,51.44287911020505,-0.9742021363384255,-9.598916366490686,-4.645561297504962
connection_pads.bus_02.pocket_rise_in_um,12,57.0,5.513122757395624,313.67787532527495,13.616300010297985,-365.04504222786085,39.927972425460815,-52.92740075604406,49.765791593997605,51.32493734448255,-0.9759810650815994,-9.682815135272708,-4.651736255246414
connection_pads.bus_02.pocket_rise_in_um,13,23.0,5.512904914187881,313.65137007275996,13.616300010297985,-365.01114962419274,39.89773503494263,-52.9374634212279,49.76552594204078,51.24859080189962,-0.9759920080828495,-9.671753040640427,-4.634412638173405
connection_pads.bus_02.pocket_rise_in_um,14,7.0,5.454196528148476,306.5550857343833,13.616300010297985,-355.9552400479025,32.456664616584774,-95.930324137768,82.25402658001963,33.388174055101366,-2.9055363890557655,-19.887536116441034,-1.6186849109456198
connection_pads.bus_02.pocket_rise_in_um,15,10.0,5.451557110851849,306.2382383594714,13.616300010297985,-355.5517400571108,32.15344192790985,-96.06432558676538,82.37998729230769,33.398321401015004,-2.9010136259667108,-19.7125767036376,-1.606112863018973
connection_pads.bus_02.pocket_rise_in_um,16,12.0,5.512765646155422,313.6344258335841,13.616300010297985,-364.98948307550467,39.878415086746216,-52.940340756915546,49.7625744034442,51.32556392240844,-0.9758678926646812,-9.663610501618631,-4.646105433268958
connection_pads.bus_02.pocket_rise_in_um,17,48.0,5.512413329118475,313.59156303959736,13.616300010297985,-364.93467547180353,39.82957678890228,-52.92794423948975,49.76904473231594,51.266931712573815,-0.9748291160751351,-9.648456459062432,-4.629852002924422
connection_pads.bus_02.pocket_rise_in_um,18,8.0,5.451458898907042,306.22645218770253,13.616300010297985,-355.5367319481774,32.14220796489715,-96.07796458087176,82.39382689477266,33.42877129063859,-2.9013681124679733,-19.710498812564506,-1.6085405980394838
connection_pads.bus_02.pocket_rise_in_um,19,3.0,5.454167912826833,306.5516496163803,13.616300010297985,-355.9508638210156,32.45336363792419,-95.93476648445835,82.24909028306915,33.45872551554151,-2.9056683918281077,-19.882577392776433,-1.6253845529019408
connection_pads.readout.cpw_extend_in_um,0,91.0,5.4711627300625025,308.5962730041331,13.616300010297985,-358.55638665860954,34.46764096260071,-94.39627333808211,51.96269302050208,53.75249553701506,-2.8934767168678595,-8.581863515439364,-4.4314130337757485
connection_pads.readout.cpw_extend_in_um,1,51.0,5.477643410395125,309.3780096835505,13.616300010297985,-359.55337007478033,35.264733178138734,-93.98265659656293,51.80710442757845,53.60733648704093,-2.8992713751360943,-8.79595592826498,-4.502103530874177
